title,runtime_raw,imdb_rating_raw,genre_raw,release_year_raw,runtime,imdb_rating,release_year,genre
Jurassic Park ,127.0,8.1,Adventure|Sci-Fi|Thriller,1993.0,127.0,8.1,1993.0,Adventure|Sci-Fi|Thriller
Wyatt Earp ,212.0,6.6,Adventure|Biography|Crime|Drama|Western,1994.0,212.0,6.6,1994.0,Adventure|Biography|Crime|Drama|Western
Clear and Present Danger ,141.0,6.9,Action|Crime|Drama|Thriller,1994.0,141.0,6.9,1994.0,Action|Crime|Drama|Thriller
Dragon Blade ,103.0,6.1,Action|Adventure|Drama|History,2015.0,103.0,6.1,2015.0,Action|Adventure|Drama|History
Littleman ,98.0,4.3,Comedy|Crime,2006.0,98.0,4.3,2006.0,Comedy|Crime
U-571 ,116.0,6.6,Action|War,2000.0,116.0,6.6,2000.0,Action|War
The American President ,114.0,6.8,Comedy|Drama|Romance,1995.0,114.0,6.8,1995.0,Comedy|Drama|Romance
The Love Guru ,87.0,3.8,Comedy|Romance|Sport,2008.0,87.0,3.8,2008.0,Comedy|Romance|Sport
3000 Miles to Graceland ,125.0,5.9,Action|Comedy|Crime|Thriller,2001.0,125.0,5.9,2001.0,Action|Comedy|Crime|Thriller
The Hateful Eight ,187.0,7.9,Crime|Drama|Mystery|Thriller|Western,2015.0,187.0,7.9,2015.0,Crime|Drama|Mystery|Thriller|Western
Blades of Glory ,93.0,6.3,Comedy|Sport,2007.0,93.0,6.3,2007.0,Comedy|Sport
Hop ,95.0,5.5,Adventure|Animation|Comedy|Family|Fantasy,2011.0,95.0,5.5,2011.0,Adventure|Animation|Comedy|Family|Fantasy
300 ,117.0,7.7,Action|Drama|Fantasy|War,2006.0,117.0,7.7,2006.0,Action|Drama|Fantasy|War
Meet the Fockers ,106.0,6.3,Comedy|Romance,2004.0,106.0,6.3,2004.0,Comedy|Romance
Marley & Me ,115.0,7.1,Comedy|Drama|Family,2008.0,115.0,7.1,2008.0,Comedy|Drama|Family
The Green Mile ,189.0,8.5,Crime|Drama|Fantasy|Mystery,1999.0,189.0,8.5,1999.0,Crime|Drama|Fantasy|Mystery
Wild Hogs ,100.0,5.9,Action|Adventure|Comedy,2007.0,100.0,5.9,2007.0,Action|Adventure|Comedy
Chicken Little ,81.0,5.8,Adventure|Animation|Comedy|Family|Sci-Fi,2005.0,81.0,5.8,2005.0,Adventure|Animation|Comedy|Family|Sci-Fi
Gone Girl ,149.0,8.1,Crime|Drama|Mystery|Thriller,2014.0,149.0,8.1,2014.0,Crime|Drama|Mystery|Thriller
The Bourne Identity ,119.0,7.9,Action|Mystery|Thriller,2002.0,119.0,7.9,2002.0,Action|Mystery|Thriller
GoldenEye ,130.0,7.2,Action|Adventure|Thriller,1995.0,130.0,7.2,1995.0,Action|Adventure|Thriller
The General's Daughter ,116.0,6.3,Drama|Mystery|Thriller,1999.0,116.0,6.3,1999.0,Drama|Mystery|Thriller
The Truman Show ,103.0,8.1,Comedy|Drama|Sci-Fi,1998.0,103.0,8.1,1998.0,Comedy|Drama|Sci-Fi
The Prince of Egypt ,99.0,7.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,1998.0,99.0,7.0,1998.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical
Daddy Day Care ,92.0,5.5,Comedy|Family,2003.0,92.0,5.5,2003.0,Comedy|Family
2 Guns ,109.0,6.7,Action|Comedy|Crime|Drama|Thriller,2013.0,109.0,6.7,2013.0,Action|Comedy|Crime|Drama|Thriller
Cats & Dogs ,87.0,5.2,Action|Comedy|Family|Fantasy,2001.0,87.0,5.2,2001.0,Action|Comedy|Family|Fantasy
The Italian Job ,111.0,7.0,Action|Crime|Thriller,2003.0,111.0,7.0,2003.0,Action|Crime|Thriller
Two Weeks Notice ,101.0,6.1,Comedy|Romance,2002.0,101.0,6.1,2002.0,Comedy|Romance
Antz ,83.0,6.6,Adventure|Animation|Comedy|Family,1998.0,83.0,6.6,1998.0,Adventure|Animation|Comedy|Family
Couples Retreat ,113.0,5.5,Comedy,2009.0,113.0,5.5,2009.0,Comedy
Days of Thunder ,107.0,5.9,Action|Drama|Sport,1990.0,107.0,5.9,1990.0,Action|Drama|Sport
Cheaper by the Dozen 2 ,94.0,5.4,Adventure|Comedy|Family,2005.0,94.0,5.4,2005.0,Adventure|Comedy|Family
The Scorch Trials ,132.0,6.4,Action|Sci-Fi|Thriller,2015.0,132.0,6.4,2015.0,Action|Sci-Fi|Thriller
Eat Pray Love ,140.0,5.7,Drama|Romance,2010.0,140.0,5.7,2010.0,Drama|Romance
The Family Man ,125.0,6.7,Comedy|Drama|Fantasy|Romance,2000.0,125.0,6.7,2000.0,Comedy|Drama|Fantasy|Romance
RED ,111.0,7.1,Action|Comedy|Crime|Thriller,2010.0,111.0,7.1,2010.0,Action|Comedy|Crime|Thriller
Any Given Sunday ,156.0,6.8,Drama|Sport,1999.0,156.0,6.8,1999.0,Drama|Sport
The Horse Whisperer ,170.0,6.5,Drama|Romance|Western,1998.0,170.0,6.5,1998.0,Drama|Romance|Western
Collateral ,120.0,7.6,Crime|Drama|Thriller,2004.0,120.0,7.6,2004.0,Crime|Drama|Thriller
The Scorpion King ,100.0,5.5,Action|Adventure|Fantasy|Thriller,2002.0,100.0,5.5,2002.0,Action|Adventure|Fantasy|Thriller
Ladder 49 ,115.0,6.5,Action|Drama|Thriller,2004.0,115.0,6.5,2004.0,Action|Drama|Thriller
Jack Reacher ,130.0,7.0,Action|Crime|Mystery|Thriller,2012.0,130.0,7.0,2012.0,Action|Crime|Mystery|Thriller
Deep Blue Sea ,105.0,5.8,Action|Sci-Fi|Thriller,1999.0,105.0,5.8,1999.0,Action|Sci-Fi|Thriller
This Is It ,111.0,7.3,Documentary|Music,2009.0,111.0,7.3,2009.0,Documentary|Music
Contagion ,106.0,6.6,Drama|Thriller,2011.0,106.0,6.6,2011.0,Drama|Thriller
Kangaroo Jack ,89.0,4.4,Action|Adventure|Comedy|Crime,2003.0,89.0,4.4,2003.0,Action|Adventure|Comedy|Crime
Coraline ,100.0,7.7,Animation|Family|Fantasy,2009.0,100.0,7.7,2009.0,Animation|Family|Fantasy
The Happening ,91.0,5.0,Sci-Fi|Thriller,2008.0,91.0,5.0,2008.0,Sci-Fi|Thriller
Man on Fire ,146.0,7.7,Action|Crime|Drama|Thriller,2004.0,146.0,7.7,2004.0,Action|Crime|Drama|Thriller
The Shaggy Dog ,98.0,4.4,Comedy|Family|Fantasy,2006.0,98.0,4.4,2006.0,Comedy|Family|Fantasy
Starsky & Hutch ,101.0,6.1,Comedy|Crime,2004.0,101.0,6.1,2004.0,Comedy|Crime
Jingle All the Way ,94.0,5.4,Comedy|Family,1996.0,94.0,5.4,1996.0,Comedy|Family
Hellboy ,132.0,6.8,Action|Fantasy|Horror|Sci-Fi,2004.0,132.0,6.8,2004.0,Action|Fantasy|Horror|Sci-Fi
A Civil Action ,115.0,6.5,Drama,1998.0,115.0,6.5,1998.0,Drama
ParaNorman ,92.0,7.0,Adventure|Animation|Comedy|Family|Fantasy,2012.0,92.0,7.0,2012.0,Adventure|Animation|Comedy|Family|Fantasy
The Jackal ,124.0,6.3,Action|Adventure|Crime|Thriller,1997.0,124.0,6.3,1997.0,Action|Adventure|Crime|Thriller
Paycheck ,119.0,6.3,Action|Mystery|Sci-Fi|Thriller,2003.0,119.0,6.3,2003.0,Action|Mystery|Sci-Fi|Thriller
Up Close & Personal ,124.0,6.1,Drama|Romance,1996.0,124.0,6.1,1996.0,Drama|Romance
The Tale of Despereaux ,93.0,6.1,Adventure|Animation|Comedy|Family|Fantasy,2008.0,93.0,6.1,2008.0,Adventure|Animation|Comedy|Family|Fantasy
The Tuxedo ,98.0,5.3,Action|Comedy|Sci-Fi,2002.0,98.0,5.3,2002.0,Action|Comedy|Sci-Fi
Under Siege 2: Dark Territory ,92.0,5.4,Action|Thriller,1995.0,92.0,5.4,1995.0,Action|Thriller
Jack Ryan: Shadow Recruit ,105.0,6.2,Action|Drama|Thriller,2014.0,105.0,6.2,2014.0,Action|Drama|Thriller
Joy ,124.0,6.6,Biography|Comedy|Drama,2015.0,124.0,6.6,2015.0,Biography|Comedy|Drama
London Has Fallen ,99.0,5.9,Action|Crime|Drama|Thriller,2016.0,99.0,5.9,2016.0,Action|Crime|Drama|Thriller
Alien: Resurrection ,116.0,6.3,Action|Horror|Sci-Fi,1997.0,116.0,6.3,1997.0,Action|Horror|Sci-Fi
Shooter ,124.0,7.2,Action|Crime|Drama|Mystery|Thriller,2007.0,124.0,7.2,2007.0,Action|Crime|Drama|Mystery|Thriller
The Boxtrolls ,96.0,6.8,Adventure|Animation|Comedy|Family|Fantasy,2014.0,96.0,6.8,2014.0,Adventure|Animation|Comedy|Family|Fantasy
Practical Magic ,104.0,6.1,Comedy|Drama|Fantasy|Romance,1998.0,104.0,6.1,1998.0,Comedy|Drama|Fantasy|Romance
The Lego Movie ,100.0,7.8,Action|Adventure|Animation|Comedy|Family|Fantasy,2014.0,100.0,7.8,2014.0,Action|Adventure|Animation|Comedy|Family|Fantasy
Miss Congeniality 2: Armed and Fabulous ,115.0,5.0,Action|Comedy|Crime,2005.0,115.0,5.0,2005.0,Action|Comedy|Crime
Reign of Fire ,101.0,6.2,Action|Adventure|Fantasy|Sci-Fi|Thriller,2002.0,101.0,6.2,2002.0,Action|Adventure|Fantasy|Sci-Fi|Thriller
Gangster Squad ,113.0,6.7,Action|Crime|Drama|Thriller,2013.0,113.0,6.7,2013.0,Action|Crime|Drama|Thriller
Year One ,100.0,4.9,Adventure|Comedy,2009.0,100.0,4.9,2009.0,Adventure|Comedy
Invictus ,134.0,7.4,Biography|Drama|History|Sport,2009.0,134.0,7.4,2009.0,Biography|Drama|History|Sport
State of Play ,127.0,7.1,Crime|Drama|Mystery|Thriller,2009.0,127.0,7.1,2009.0,Crime|Drama|Mystery|Thriller
Duplicity ,125.0,6.2,Comedy|Crime|Romance|Thriller,2009.0,125.0,6.2,2009.0,Comedy|Crime|Romance|Thriller
My Favorite Martian ,94.0,4.9,Comedy|Family|Sci-Fi,1999.0,94.0,4.9,1999.0,Comedy|Family|Sci-Fi
The Sentinel ,107.0,6.1,Action|Crime|Thriller,2006.0,107.0,6.1,2006.0,Action|Crime|Thriller
Planet 51 ,91.0,6.1,Adventure|Animation|Comedy|Family|Sci-Fi,2009.0,91.0,6.1,2009.0,Adventure|Animation|Comedy|Family|Sci-Fi
Star Trek: Nemesis ,116.0,6.4,Action|Adventure|Sci-Fi|Thriller,2002.0,116.0,6.4,2002.0,Action|Adventure|Sci-Fi|Thriller
Intolerable Cruelty ,100.0,6.3,Comedy|Crime|Romance,2003.0,100.0,6.3,2003.0,Comedy|Crime|Romance
Trouble with the Curve ,111.0,6.8,Drama|Sport,2012.0,111.0,6.8,2012.0,Drama|Sport
Edge of Darkness ,117.0,6.6,Crime|Drama|Mystery|Thriller,2010.0,117.0,6.6,2010.0,Crime|Drama|Mystery|Thriller
The Relic ,110.0,5.7,Horror|Mystery|Sci-Fi|Thriller,1997.0,110.0,5.7,1997.0,Horror|Mystery|Sci-Fi|Thriller
Analyze That ,96.0,5.9,Comedy|Crime,2002.0,96.0,5.9,2002.0,Comedy|Crime
Righteous Kill ,101.0,6.0,Action|Crime|Drama|Mystery|Thriller,2008.0,101.0,6.0,2008.0,Action|Crime|Drama|Mystery|Thriller
Mercury Rising ,111.0,6.1,Action|Crime|Drama|Thriller,1998.0,111.0,6.1,1998.0,Action|Crime|Drama|Thriller
The Soloist ,117.0,6.7,Biography|Drama|Music,2009.0,117.0,6.7,2009.0,Biography|Drama|Music
The Legend of Bagger Vance ,126.0,6.7,Drama|Fantasy|Sport,2000.0,126.0,6.7,2000.0,Drama|Fantasy|Sport
Almost Famous ,152.0,7.9,Adventure|Comedy|Drama|Music,2000.0,152.0,7.9,2000.0,Adventure|Comedy|Drama|Music
Garfield 2 ,86.0,5.0,Animation|Comedy|Family|Fantasy,2006.0,86.0,5.0,2006.0,Animation|Comedy|Family|Fantasy
xXx: State of the Union ,101.0,4.3,Action|Adventure|Crime|Thriller,2005.0,101.0,4.3,2005.0,Action|Adventure|Crime|Thriller
Priest ,87.0,5.7,Action|Fantasy|Horror|Sci-Fi|Thriller,2011.0,87.0,5.7,2011.0,Action|Fantasy|Horror|Sci-Fi|Thriller
Sinbad: Legend of the Seven Seas ,85.0,6.7,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,2003.0,85.0,6.7,2003.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance
Event Horizon ,130.0,6.7,Horror|Sci-Fi|Thriller,1997.0,130.0,6.7,1997.0,Horror|Sci-Fi|Thriller
Dragonfly ,104.0,6.1,Drama|Fantasy|Mystery|Romance|Thriller,2002.0,104.0,6.1,2002.0,Drama|Fantasy|Mystery|Romance|Thriller
The Black Dahlia ,121.0,5.6,Crime|Drama|Mystery|Thriller,2006.0,121.0,5.6,2006.0,Crime|Drama|Mystery|Thriller
Flyboys ,140.0,6.6,Action|Adventure|Drama|History|Romance|War,2006.0,140.0,6.6,2006.0,Action|Adventure|Drama|History|Romance|War
The Last Castle ,131.0,6.9,Action|Drama|Thriller,2001.0,131.0,6.9,2001.0,Action|Drama|Thriller
Supernova ,91.0,4.8,Horror|Sci-Fi|Thriller,2000.0,91.0,4.8,2000.0,Horror|Sci-Fi|Thriller
Winter's Tale ,118.0,6.2,Drama|Fantasy|Mystery|Romance,2014.0,118.0,6.2,2014.0,Drama|Fantasy|Mystery|Romance
The Mortal Instruments: City of Bones ,130.0,6.0,Fantasy|Horror|Mystery|Romance,2013.0,130.0,6.0,2013.0,Fantasy|Horror|Mystery|Romance
Meet Dave ,90.0,4.9,Adventure|Comedy|Family|Romance|Sci-Fi,2008.0,90.0,4.9,2008.0,Adventure|Comedy|Family|Romance|Sci-Fi
Dark Water ,103.0,5.6,Drama|Horror|Thriller,2005.0,103.0,5.6,2005.0,Drama|Horror|Thriller
Edtv ,122.0,6.1,Comedy|Drama,1999.0,122.0,6.1,1999.0,Comedy|Drama
Inkheart ,106.0,6.1,Adventure|Family|Fantasy,2008.0,106.0,6.1,2008.0,Adventure|Family|Fantasy
The Spirit ,103.0,4.8,Action|Crime|Fantasy|Thriller,2008.0,103.0,4.8,2008.0,Action|Crime|Fantasy|Thriller
Mortdecai ,107.0,5.5,Action|Comedy|Mystery|Romance,2015.0,107.0,5.5,2015.0,Action|Comedy|Mystery|Romance
In the Name of the King: A Dungeon Siege Tale ,156.0,3.8,Action|Adventure|Fantasy|Thriller,2007.0,156.0,3.8,2007.0,Action|Adventure|Fantasy|Thriller
Beyond Borders ,127.0,6.5,Adventure|Drama|Romance|War,2003.0,127.0,6.5,2003.0,Adventure|Drama|Romance|War
Xi you ji zhi: Sun Wukong san da Baigu Jing ,119.0,6.0,Action|Adventure|Fantasy,2016.0,119.0,6.0,2016.0,Action|Adventure|Fantasy
The Great Raid ,132.0,6.7,Action|Drama|War,2005.0,132.0,6.7,2005.0,Action|Drama|War
Deadpool ,108.0,8.1,Action|Adventure|Comedy|Romance|Sci-Fi,2016.0,108.0,8.1,2016.0,Action|Adventure|Comedy|Romance|Sci-Fi
Holy Man ,114.0,4.9,Comedy|Drama,1998.0,114.0,4.9,1998.0,Comedy|Drama
American Sniper ,133.0,7.3,Action|Biography|Drama|History|Thriller|War,2014.0,133.0,7.3,2014.0,Action|Biography|Drama|History|Thriller|War
Goosebumps ,103.0,6.4,Adventure|Comedy|Family|Fantasy|Horror,2015.0,103.0,6.4,2015.0,Adventure|Comedy|Family|Fantasy|Horror
Just Like Heaven ,95.0,6.7,Comedy|Fantasy|Romance,2005.0,95.0,6.7,2005.0,Comedy|Fantasy|Romance
The Flintstones in Viva Rock Vegas ,90.0,3.6,Comedy|Family|Romance|Sci-Fi,2000.0,90.0,3.6,2000.0,Comedy|Family|Romance|Sci-Fi
Rambo III ,87.0,5.7,Action|Adventure|Thriller|War,1988.0,87.0,5.7,1988.0,Action|Adventure|Thriller|War
Leatherheads ,114.0,6.0,Comedy|Drama|Romance|Sport,2008.0,114.0,6.0,2008.0,Comedy|Drama|Romance|Sport
The Ridiculous 6 ,119.0,4.9,Comedy|Western,2015.0,119.0,4.9,2015.0,Comedy|Western
Did You Hear About the Morgans? ,103.0,4.7,Comedy|Drama|Romance,2009.0,103.0,4.7,2009.0,Comedy|Drama|Romance
The Internship ,125.0,6.3,Comedy,2013.0,125.0,6.3,2013.0,Comedy
Resident Evil: Afterlife ,97.0,5.9,Action|Adventure|Horror|Sci-Fi,2010.0,97.0,5.9,2010.0,Action|Adventure|Horror|Sci-Fi
Red Tails ,125.0,5.9,Action|Adventure|Drama|History|War,2012.0,125.0,5.9,2012.0,Action|Adventure|Drama|History|War
The Devil's Advocate ,136.0,7.5,Drama|Mystery|Thriller,1997.0,136.0,7.5,1997.0,Drama|Mystery|Thriller
That's My Boy ,116.0,5.6,Comedy,2012.0,116.0,5.6,2012.0,Comedy
DragonHeart ,103.0,6.4,Action|Adventure|Fantasy,1996.0,103.0,6.4,1996.0,Action|Adventure|Fantasy
After the Sunset ,97.0,6.3,Action|Comedy|Crime|Drama,2004.0,97.0,6.3,2004.0,Action|Comedy|Crime|Drama
Ghost Rider: Spirit of Vengeance ,96.0,4.3,Action|Fantasy|Thriller,2011.0,96.0,4.3,2011.0,Action|Fantasy|Thriller
Captain Corelli's Mandolin ,131.0,5.9,Drama|Music|Romance|War,2001.0,131.0,5.9,2001.0,Drama|Music|Romance|War
The Pacifier ,95.0,5.5,Action|Comedy|Drama|Family|Thriller,2005.0,95.0,5.5,2005.0,Action|Comedy|Drama|Family|Thriller
Walking Tall ,86.0,6.2,Action|Crime,2004.0,86.0,6.2,2004.0,Action|Crime
Forrest Gump ,142.0,8.8,Comedy|Drama,1994.0,142.0,8.8,1994.0,Comedy|Drama
Alvin and the Chipmunks ,92.0,5.2,Animation|Comedy|Family|Fantasy|Music,2007.0,92.0,5.2,2007.0,Animation|Comedy|Family|Fantasy|Music
Meet the Parents ,108.0,7.0,Comedy,2000.0,108.0,7.0,2000.0,Comedy
Pocahontas ,84.0,6.6,Adventure|Animation|Drama|Family|History|Musical|Romance,1995.0,84.0,6.6,1995.0,Adventure|Animation|Drama|Family|History|Musical|Romance
Superman ,188.0,7.3,Action|Adventure|Drama|Romance|Sci-Fi,1978.0,188.0,7.3,1978.0,Action|Adventure|Drama|Romance|Sci-Fi
The Nutty Professor ,95.0,5.6,Comedy|Romance|Sci-Fi,1996.0,95.0,5.6,1996.0,Comedy|Romance|Sci-Fi
Hitch ,118.0,6.6,Comedy|Romance,2005.0,118.0,6.6,2005.0,Comedy|Romance
George of the Jungle ,92.0,5.4,Action|Adventure|Comedy|Family|Romance,1997.0,92.0,5.4,1997.0,Action|Adventure|Comedy|Family|Romance
American Wedding ,74.0,6.3,Comedy|Romance,2003.0,74.0,6.3,2003.0,Comedy|Romance
Captain Phillips ,134.0,7.9,Biography|Drama|Thriller,2013.0,134.0,7.9,2013.0,Biography|Drama|Thriller
Date Night ,101.0,6.3,Comedy|Crime|Romance|Thriller,2010.0,101.0,6.3,2010.0,Comedy|Crime|Romance|Thriller
Casper ,100.0,6.0,Comedy|Family|Fantasy,1995.0,100.0,6.0,1995.0,Comedy|Family|Fantasy
The Equalizer ,132.0,7.2,Action|Crime|Thriller,2014.0,132.0,7.2,2014.0,Action|Crime|Thriller
Maid in Manhattan ,105.0,5.1,Comedy|Drama|Romance,2002.0,105.0,5.1,2002.0,Comedy|Drama|Romance
Crimson Tide ,123.0,7.3,Action|Drama|Thriller|War,1995.0,123.0,7.3,1995.0,Action|Drama|Thriller|War
The Pursuit of Happyness ,117.0,8.0,Biography|Drama,2006.0,117.0,8.0,2006.0,Biography|Drama
Flightplan ,98.0,6.2,Drama|Mystery|Thriller,2005.0,98.0,6.2,2005.0,Drama|Mystery|Thriller
Disclosure ,128.0,6.0,Drama|Thriller,1994.0,128.0,6.0,1994.0,Drama|Thriller
City of Angels ,114.0,6.7,Drama|Fantasy|Romance,1998.0,114.0,6.7,1998.0,Drama|Fantasy|Romance
Kill Bill: Vol. 1 ,111.0,8.1,Action,2003.0,111.0,8.1,2003.0,Action
Bowfinger ,85.0,6.4,Comedy,1999.0,85.0,6.4,1999.0,Comedy
Kill Bill: Vol. 2 ,137.0,8.0,Action|Crime|Drama|Thriller,2004.0,137.0,8.0,2004.0,Action|Crime|Drama|Thriller
Tango & Cash ,97.0,6.3,Action|Comedy|Crime|Thriller,1989.0,97.0,6.3,1989.0,Action|Comedy|Crime|Thriller
Death Becomes Her ,104.0,6.4,Comedy|Fantasy|Horror,1992.0,104.0,6.4,1992.0,Comedy|Fantasy|Horror
Shanghai Noon ,110.0,6.6,Action|Adventure|Comedy|Western,2000.0,110.0,6.6,2000.0,Action|Adventure|Comedy|Western
Executive Decision ,133.0,6.4,Action|Adventure|Thriller,1996.0,133.0,6.4,1996.0,Action|Adventure|Thriller
Mr. Popper's Penguins ,94.0,6.0,Comedy|Family|Fantasy,2011.0,94.0,6.0,2011.0,Comedy|Family|Fantasy
The Forbidden Kingdom ,104.0,6.6,Action|Adventure|Fantasy,2008.0,104.0,6.6,2008.0,Action|Adventure|Fantasy
Free Birds ,91.0,5.9,Adventure|Animation|Comedy|Family,2013.0,91.0,5.9,2013.0,Adventure|Animation|Comedy|Family
Alien 3 ,145.0,6.4,Action|Horror|Sci-Fi,1992.0,145.0,6.4,1992.0,Action|Horror|Sci-Fi
Evita ,135.0,6.3,Biography|Drama|History|Musical,1996.0,135.0,6.3,1996.0,Biography|Drama|History|Musical
Ronin ,122.0,7.3,Action|Adventure|Crime|Thriller,1998.0,122.0,7.3,1998.0,Action|Adventure|Crime|Thriller
The Ghost and the Darkness ,110.0,6.8,Adventure|Drama|Horror|Thriller,1996.0,110.0,6.8,1996.0,Adventure|Drama|Horror|Thriller
Paddington ,95.0,7.2,Animation|Comedy|Family|Fantasy,2014.0,95.0,7.2,2014.0,Animation|Comedy|Family|Fantasy
The Watch ,102.0,5.7,Action|Comedy|Sci-Fi,2012.0,102.0,5.7,2012.0,Action|Comedy|Sci-Fi
The Hunted ,94.0,6.0,Action|Crime|Drama|Thriller,2003.0,94.0,6.0,2003.0,Action|Crime|Drama|Thriller
Instinct ,126.0,6.5,Drama|Thriller,1999.0,126.0,6.5,1999.0,Drama|Thriller
Stuck on You ,118.0,5.8,Comedy,2003.0,118.0,5.8,2003.0,Comedy
Semi-Pro ,99.0,5.8,Comedy|Sport,2008.0,99.0,5.8,2008.0,Comedy|Sport
The Pirates! Band of Misfits ,88.0,6.7,Adventure|Animation|Comedy|Family,2012.0,88.0,6.7,2012.0,Adventure|Animation|Comedy|Family
Changeling ,141.0,7.8,Crime|Drama|Mystery|Thriller,2008.0,141.0,7.8,2008.0,Crime|Drama|Mystery|Thriller
Chain Reaction ,107.0,5.6,Action|Drama|Sci-Fi|Thriller,1996.0,107.0,5.6,1996.0,Action|Drama|Sci-Fi|Thriller
The Fan ,116.0,5.8,Action|Drama|Sport|Thriller,1996.0,116.0,5.8,1996.0,Action|Drama|Sport|Thriller
The Phantom of the Opera ,143.0,7.4,Drama|Musical|Romance|Thriller,2004.0,143.0,7.4,2004.0,Drama|Musical|Romance|Thriller
Elizabeth: The Golden Age ,114.0,6.9,Biography|Drama|History|War,2007.0,114.0,6.9,2007.0,Biography|Drama|History|War
Æon Flux ,93.0,5.5,Action|Sci-Fi,2005.0,93.0,5.5,2005.0,Action|Sci-Fi
Gods and Generals ,280.0,6.3,Drama|History|War,2003.0,280.0,6.3,2003.0,Drama|History|War
Turbulence ,100.0,4.7,Action|Thriller,1997.0,100.0,4.7,1997.0,Action|Thriller
Imagine That ,107.0,5.6,Comedy|Drama|Family|Fantasy,2009.0,107.0,5.6,2009.0,Comedy|Drama|Family|Fantasy
Muppets Most Wanted ,119.0,6.4,Adventure|Comedy|Crime|Family|Musical,2014.0,119.0,6.4,2014.0,Adventure|Comedy|Crime|Family|Musical
Thunderbirds ,95.0,4.2,Action|Adventure|Comedy|Family|Sci-Fi,2004.0,95.0,4.2,2004.0,Action|Adventure|Comedy|Family|Sci-Fi
Burlesque ,119.0,6.4,Drama|Music|Musical|Romance,2010.0,119.0,6.4,2010.0,Drama|Music|Musical|Romance
A Very Long Engagement ,133.0,7.7,Drama|Mystery|Romance|War,2004.0,133.0,7.7,2004.0,Drama|Mystery|Romance|War
Lolita ,152.0,7.7,Crime|Drama|Romance,1962.0,152.0,7.7,1962.0,Crime|Drama|Romance
Eye See You ,96.0,5.3,Crime|Horror|Mystery|Thriller,2002.0,96.0,5.3,2002.0,Crime|Horror|Mystery|Thriller
Blade II ,117.0,6.7,Action|Horror|Sci-Fi|Thriller,2002.0,117.0,6.7,2002.0,Action|Horror|Sci-Fi|Thriller
Seven Pounds ,123.0,7.7,Drama|Romance,2008.0,123.0,7.7,2008.0,Drama|Romance
Bullet to the Head ,92.0,5.7,Action|Thriller,2012.0,92.0,5.7,2012.0,Action|Thriller
The Godfather: Part III ,170.0,7.6,Crime|Drama,1990.0,170.0,7.6,1990.0,Crime|Drama
Elizabethtown ,123.0,6.4,Comedy|Drama|Romance,2005.0,123.0,6.4,2005.0,Comedy|Drama|Romance
"You, Me and Dupree ",110.0,5.6,Comedy|Romance,2006.0,110.0,5.6,2006.0,Comedy|Romance
Superman II ,116.0,6.8,Action|Adventure|Romance|Sci-Fi,1980.0,116.0,6.8,1980.0,Action|Adventure|Romance|Sci-Fi
Gigli ,121.0,2.4,Comedy|Crime|Romance,2003.0,121.0,2.4,2003.0,Comedy|Crime|Romance
All the King's Men ,128.0,6.2,Drama|Thriller,2006.0,128.0,6.2,2006.0,Drama|Thriller
Shaft ,99.0,5.9,Action|Crime|Thriller,2000.0,99.0,5.9,2000.0,Action|Crime|Thriller
Anastasia ,94.0,7.1,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,1997.0,94.0,7.1,1997.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance
Moulin Rouge! ,127.0,7.6,Drama|Musical|Romance,2001.0,127.0,7.6,2001.0,Drama|Musical|Romance
Domestic Disturbance ,89.0,5.5,Crime|Mystery|Thriller,2001.0,89.0,5.5,2001.0,Crime|Mystery|Thriller
Black Mass ,123.0,7.0,Biography|Crime|Drama,2015.0,123.0,7.0,2015.0,Biography|Crime|Drama
Flags of Our Fathers ,135.0,7.1,Drama|History|War,2006.0,135.0,7.1,2006.0,Drama|History|War
Law Abiding Citizen ,118.0,7.4,Crime|Drama|Thriller,2009.0,118.0,7.4,2009.0,Crime|Drama|Thriller
Grindhouse ,189.0,7.6,Action|Horror|Thriller,2007.0,189.0,7.6,2007.0,Action|Horror|Thriller
Beloved ,172.0,5.9,Drama|History|Horror,1998.0,172.0,5.9,1998.0,Drama|History|Horror
Lucky You ,124.0,5.9,Drama|Romance|Sport,2007.0,124.0,5.9,2007.0,Drama|Romance|Sport
Catch Me If You Can ,141.0,8.0,Biography|Crime|Drama,2002.0,141.0,8.0,2002.0,Biography|Crime|Drama
Zero Dark Thirty ,157.0,7.4,Drama|History|Thriller,2012.0,157.0,7.4,2012.0,Drama|History|Thriller
The Break-Up ,106.0,5.8,Comedy|Drama|Romance,2006.0,106.0,5.8,2006.0,Comedy|Drama|Romance
Mamma Mia! ,108.0,6.3,Comedy|Family|Musical|Romance,2008.0,108.0,6.3,2008.0,Comedy|Family|Musical|Romance
Valentine's Day ,125.0,5.7,Comedy|Romance,2010.0,125.0,5.7,2010.0,Comedy|Romance
The Dukes of Hazzard ,107.0,5.1,Action|Adventure|Comedy,2005.0,107.0,5.1,2005.0,Action|Adventure|Comedy
